lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),San Luis Potosí,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,63.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,33.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sinaloa,2.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,54.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,41.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Sonora,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,63.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,34.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tabasco,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,56.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,41.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,1.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tamaulipas,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,61.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,38.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,1.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Tlaxcala,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,60.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,37.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,1.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Norte,1.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,64.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,33.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,1.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,1.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Veracruz Sur,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,69.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,29.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,2.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0.0
Totalmente en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,5,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0.0
NO SABE/NO RESPONDE,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,99,Órgano de Operación Administrativa Desconcentrado (OOAD),Yucatán,0.0
Totalmente de acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,1,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,61.0
De acuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,2,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,35.0
Ni de acuerdo ni en desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,3,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,3.0
En desacuerdo,auton,Considero que las acciones pedagógicas que se llevan a cabo en las guarderías ayudan a que los(las) niños(as) logren gradualmente mayor autonomía,4,Órgano de Operación Administrativa Desconcentrado (OOAD),Zacatecas,1.0
